param p := 500;
param n := 9;
param e := 18;
param s := 100;

param	A: 1 2 3 4 5 6 7 8 9:=
		1	 1 0 0 0 0 0 0 0 0
		2	 0 0 0 1 0 0 0 0 0
		3	 0 0 0 0 0 0 1 0 0
		4	 0 0 0 0 0 0 0 1 0
		5	 0 0 0 1 0 0 0 0 0
		6	 1 0 0 0 0 0 0 0 0
		7	 0 0 0 0 0 0 0 1 0
		8	 0 0 0 0 1 0 0 0 0
		9	 0 1 0 0 0 0 0 0 0
		10	 0 0 1 0 0 0 0 0 0
		11	 0 0 0 0 0 1 0 0 0
		12	 1 0 0 0 0 0 0 0 0
		13	 0 0 0 0 1 0 0 0 0
		14	 0 0 1 0 0 0 0 0 0
		15	 0 0 0 0 0 0 1 0 0
		16	 0 0 0 0 1 0 0 0 0
		17	 0 0 0 0 0 0 0 1 0
		18	 0 0 0 0 1 0 0 0 0;

param	B: 1 2 3 4 5 6 7 8 9:=
		1	 0 0 0 1 0 0 0 0 0
		2	 0 0 0 0 0 0 1 0 0
		3	 0 0 0 0 0 0 0 1 0
		4	 0 0 0 0 0 0 0 0 1
		5	 0 0 0 0 1 0 0 0 0
		6	 0 1 0 0 0 0 0 0 0
		7	 0 0 0 0 1 0 0 0 0
		8	 0 1 0 0 0 0 0 0 0
		9	 0 0 1 0 0 0 0 0 0
		10	 0 0 0 0 0 1 0 0 0
		11	 0 0 0 0 0 0 0 0 1
		12	 0 0 0 0 1 0 0 0 0
		13	 0 0 0 0 0 0 0 0 1
		14	 0 1 0 0 0 0 0 0 0
		15	 0 0 1 0 0 0 0 0 0
		16	 0 0 0 0 0 1 0 0 0
		17	 0 0 0 0 0 0 1 0 0
		18	 0 0 0 1 0 0 0 0 0;

param	C :=
		1	240596095.71
		2	150924050.68
		3	227075173.19
		4	183299128.73
		5	153235385.12
		6	137040319.15
		7	195823545.07
		8	185336041.36
		9	212244768.58
		10	127444675.33
		11	214533886.10
		12	196897075.16
		13	195679245.41
		14	249251568.41
		15	148656083.28
		16	172597766.68
		17	204581132.64
		18	140777682.06;

param	L :=
		1	8.41
		2	8.34
		3	4.45
		4	8.00
		5	6.58
		6	8.48
		7	5.88
		8	9.20
		9	4.82
		10	8.42
		11	7.45
		12	7.22
		13	7.57
		14	8.44
		15	8.06
		16	9.19
		17	4.80
		18	6.98;

param	S_M :=
		1	79499405797.55
		2	82743928256.96
		3	20894471171.79
		4	84684239892.23
		5	95951106288.91
		6	57038558991.47
		7	78528259989.26
		8	44234891427.49
		9	24315855425.41
		10	90433275116.12
		11	69152881154.14
		12	20273846764.86
		13	97072230499.29
		14	71565506059.15
		15	59108983542.01
		16	34296855964.87
		17	51114035593.06
		18	68830834487.26
		19	72163129835.84
		20	88263288730.66
		21	58424669234.73
		22	63873558858.52
		23	21013490729.74
		24	99017683754.64
		25	22995162883.53
		26	35531805172.84
		27	55259762348.10
		28	39478741075.27
		29	73014530694.48
		30	61589672111.39
		31	77647019024.47
		32	28397844581.18
		33	36051428690.22
		34	95759217001.52
		35	95949619476.08
		36	71802978100.36
		37	23060996780.06
		38	29868416201.64
		39	43517909078.63
		40	74479913146.98
		41	71542623713.08
		42	35011978810.85
		43	53344288131.46
		44	82587843316.78
		45	28983333971.39
		46	53104510894.29
		47	82092847589.18
		48	55132109732.41
		49	51077872200.11
		50	23989266117.48
		51	27110224061.19
		52	27001084876.10
		53	34031269212.48
		54	69204176578.47
		55	72608183644.03
		56	31192813719.51
		57	76855322288.15
		58	98012968328.37
		59	32191410623.49
		60	27429850686.08
		61	38206240404.65
		62	27086289557.18
		63	76593417713.30
		64	97690842003.49
		65	51571477423.74
		66	55428755043.66
		67	85148972940.01
		68	96296031106.00
		69	86871502465.77
		70	43115420314.32
		71	85933232742.11
		72	99523416871.18
		73	78789487248.98
		74	36410932050.38
		75	77294146739.56
		76	33675147633.88
		77	42774187586.75
		78	35652909458.25
		79	26791600335.30
		80	39794160398.10
		81	36066182137.76
		82	42474145003.28
		83	96360430578.23
		84	49449276553.05
		85	37872689153.21
		86	82910186863.41
		87	52291373853.45
		88	43034458738.03
		89	53749089779.75
		90	71696784902.18
		91	33631179382.55
		92	89855610337.44
		93	77126019584.66
		94	32795669819.59
		95	26990806053.86
		96	29538511493.89
		97	99708144110.64
		98	69102680050.34
		99	41390279053.63
		100	40045270610.45;

param	S_C :=
		1	399742412.45
		2	237756929.25
		3	388638001.65
		4	407662659.32
		5	497559417.76
		6	227321718.87
		7	289577474.60
		8	182712766.66
		9	413840590.22
		10	252876809.48
		11	194061336.21
		12	276792052.70
		13	112856084.62
		14	431918767.62
		15	451042419.82
		16	478369493.08
		17	259160182.40
		18	243411216.04
		19	451300251.42
		20	499703241.43
