LP,6,53,20.4430638
LP,10,53,20.4430638
LP,2,53,20.4430638
LP,11,53,20.4430638
LP,5,44,21.90943456
LP,19,50,21.58824924
LP,25,49,21.58824924
LP,18,50,21.58824924
LP,16,49,21.58824924
LP,27,49,21.58824924
LP,28,49,21.58824924
LP,29,49,21.58824924
LP,26,49,21.58824924
LP,17,49,21.58824924
LP,23,50,21.58824924
LP,24,50,21.58824924
LP,30,50,21.58824924
LP,21,50,21.58824924
LP,20,50,21.58824924
LP,22,50,21.58824924
LP,171,52,25.10010077
LP,173,59,24.76181811
LP,172,51,19.76742023
LP,8,42,24.69419248
LP,3,42,24.69419248
LP,14,42,24.69419248
LP,15,42,24.69419248
LP,12,42,24.69419248
LP,4,42,24.69419248
LP,1,38,20.97177474
LP,282,65,20.38278823
LP,252,44,20.93831431
LP,187,53,19.87411977
LP,289,49,21.46669249
LP,250,44,21.60723305
LP,287,43,18.86667474
LP,285,46,18.86667474
LP,333,50,15.76419383
LP,284,46,21.47029017
LP,254,49,24.50656698
LP,188,56,26.64538993
LP,219,43,18.12806736
LP,332,81,22.07276163
LP,180,46,18.74506678
LP,210,56,20.42729088
LP,194,63,21.76606468
LP,256,50,18.56883852
LP,277,44,20.08523219
LP,209,44,22.43293974
LP,281,43,22.79270805
LP,222,46,20.19818491
LP,7,41,21.48543955
LP,196,52,25.34339304
LP,280,48,17.40822566
LP,279,48,25.77401719
LP,278,48,25.77401719
LP,192,145,21.11139982
LP,183,75,23.91385382
LP,177,48,20.91289409
LP,270,96,19.53970598
LP,290,48,18.10937322
LP,213,48,25.62875221
LP,211,48,25.62875221
LP,212,48,25.62875221
LP,317,52,20.2121004
LP,318,49,20.46619158
LP,319,48,21.58822254
LP,315,46,20.18106837
LP,320,42,18.16071235
LP,322,42,18.16071235
LP,294,42,18.70349042
LP,297,42,18.70349042
LP,311,114,21.54925796
LP,314,114,21.54925796
LP,309,114,21.54925796
LP,307,114,21.54925796
LP,329,53,20.55475508
LP,302,43,22.17489784
LP,304,43,22.17489784
LP,300,43,22.17489784
LP,356,41,17.50166857
LP,353,38,17.94154839
LP,359,46,21.47575949
LP,306,46,24.03364227
LP,224,63,24.76865845
LP,223,63,24.76865845
LP,225,63,24.76865845
LP,301,43,18.285264
LP,357,35,22.09015938
LP,308,48,19.60542987
LP,312,41,23.92464677
LP,214,49,15.7303002
LP,310,41,21.3793935
LP,293,49,20.68859619
LP,316,46,24.44608624
LP,292,50,24.95754754
LP,255,44,18.77352196
LP,331,43,23.75730115
LP,334,46,17.77149727
LP,267,46,25.52295568
LP,352,43,20.16011631
LP,351,44,20.16011631
LP,354,56,24.64031231
LP,236,44,21.42706752
LP,258,49,26.16142253
LP,261,45,19.00952986
LP,249,41,24.98255429
LP,251,41,24.98255429
LP,355,44,21.7100589
LP,231,52,21.5492843
LP,230,52,21.5492843
LP,228,52,21.5492843
LP,234,52,21.5492843
LP,265,41,21.90906399
LP,260,44,20.81344514
LP,207,56,19.79234444
LP,221,48,23.59656125
LP,271,144,20.13010035
LP,275,144,20.13010035
LP,274,144,20.13010035
LP,184,75,23.88179943
LP,191,52,21.99411236
LP,45,51,25.03887134
LP,38,53,25.03887134
LP,32,53,25.03887134
LP,37,53,25.03887134
LP,31,58,17.20309256
LP,257,46,25.036996
LP,358,36,21.3253989
LP,66,69,17.8403972
LP,182,84,24.62457
LP,276,55,27.77187007
LP,339,49,20.21787926
LP,242,47,18.29025509
LP,348,55,22.05893278
LP,215,54,21.73714954
LP,52,63,23.11830701
LP,55,64,23.11830701
LP,220,44,21.12910621
LP,36,45,20.10937743
LP,340,38,19.93273438
LP,63,80,17.991103
LP,62,80,17.991103
LP,65,80,17.991103
LP,176,49,22.7733602
LP,116,54,18.40431835
LP,195,47,19.6158467
LP,123,49,23.25473156
LP,126,48,23.25473156
LP,129,52,23.30041699
LP,125,47,22.07142715
LP,114,60,19.92634394
LP,119,60,19.92634394
LP,143,55,20.24071613
LP,206,66,20.24071613
LP,208,66,20.24071613
LP,111,64,16.62857968
LP,140,61,18.01627578
LP,264,45,24.04792121
LP,377,42,21.99713
LP,372,42,21.99713
LP,373,42,21.99713
LP,380,42,22.64183185
LP,388,42,22.64183185
LP,382,42,22.64183185
LP,387,42,22.64183185
LP,381,42,22.64183185
LP,391,42,22.64183185
LP,385,42,22.64183185
LP,390,43,22.64183185
LP,46,48,24.48071213
LP,155,63,19.58834764
LP,156,64,19.58834764
LP,152,68,24.49283398
LP,153,68,24.49283398
LP,365,45,24.2607999
LP,375,47,24.2607999
LP,100,79,19.34206462
LP,350,42,23.76361533
LP,338,46,21.21320186
LP,337,43,19.18853193
LP,237,45,24.00437451
LP,97,42,20.65329591
LP,58,51,23.46463221
LP,59,52,23.46463221
LP,56,52,23.46463221
LP,122,48,18.69211814
LP,128,52,18.70840673
LP,117,50,23.08179237
LP,115,50,23.08179237
LP,120,48,24.57595065
LP,144,80,24.3349291
LP,105,54,22.62975385
LP,104,51,25.30475342
LP,102,58,25.30475342
LP,109,54,25.30475342
LP,393,37,22.33404945
LP,269,75,22.60001472
LP,35,42,19.50382899
LP,127,43,23.03350152
LP,118,65,26.38863843
LP,112,72,26.38863843
LP,398,43,24.11349104
LP,150,50,24.11349104
LP,248,52,21.03824515
LP,135,90,25.452287
LP,198,52,23.56890489
LP,203,106,25.31296843
LP,200,106,25.31296843
LP,343,41,25.1346522
LP,342,40,25.1346522
LP,345,48,20.06249548
LP,346,117,22.2478868
LP,362,41,19.35826828
LP,101,47,22.71547322
LP,108,47,22.71547322
LP,110,46,22.71547322
LP,107,70,22.71547322
LP,92,63,25.49391284
LP,98,63,25.49391284
LP,99,63,25.49391284
LP,96,63,25.49391284
LP,95,63,25.49391284
LP,94,62,25.49391284
LP,93,50,27.5085408
LP,283,49,22.50685596
LP,91,45,18.95288228
LP,303,42,25.46884239
LP,133,54,23.57522573
LP,298,52,21.28609204
LP,165,53,25.65538778
LP,361,43,22.58834244
LP,360,43,22.58834244
LP,370,44,23.16390711
LP,323,43,25.32409738
LP,113,57,24.67967998
LP,363,42,22.90202164
LP,379,42,22.90202164
LP,262,56,23.40334742
LP,148,49,22.59102874
LP,145,49,22.59102874
LP,141,49,22.59102874
LP,335,102,25.73012684
LP,201,54,21.20481003
LP,199,57,22.17839236
LP,130,62,22.98980911
LP,90,48,21.84137628
LP,86,48,21.84137628
LP,84,52,23.57121037
LP,83,49,22.16566178
LP,87,50,22.16566178
LP,89,48,22.16566178
LP,82,49,23.66377493
LP,81,49,23.66377493
LP,80,50,26.32252577
LP,77,50,26.32252577
LP,79,50,26.32252577
LP,74,50,26.32252577
LP,73,50,26.6142325
LP,78,64,24.2314298
LP,76,64,24.2314298
LP,72,66,24.2314298
LP,75,53,24.42248875
LP,88,69,24.42248875
LP,164,46,22.37095186
LP,174,48,21.63732768
LP,396,38,22.31508625
LP,137,49,25.00735727
LP,392,44,22.72113085
LP,193,57,23.4218243
LP,146,60,25.01976991
LP,142,60,25.01976991
LP,64,46,20.03746066
LP,69,90,22.39246005
LP,68,55,22.96671006
LP,272,47,22.14358174
LP,273,47,22.14358174
LP,139,47,19.247149
LP,136,47,19.247149
LP,132,41,22.09852011
LP,138,48,22.81185856
LP,147,47,25.47562654
LP,149,47,25.47562654
LP,263,42,27.81193202
LP,61,45,22.19032305
LP,67,42,20.63510971
LP,53,42,20.37929749
LP,313,49,22.84502704
LP,244,51,21.77266244
LP,181,71,19.90205542
LP,124,46,23.48014529
LP,121,62,21.5796625
LP,44,59,23.39875082
LP,41,60,23.39875082
LP,47,60,23.39875082
LP,205,45,24.17792105
LP,134,49,22.54439093
LP,243,99,23.39368388
LP,227,48,23.66077497
LP,175,54,23.1081712
LP,229,154,24.68034736
LP,233,152,24.68034736
LP,509,39,21.88955437
LP,54,55,19.07190474
LP,240,54,22.90341415
LP,415,42,19.11924847
LP,426,42,19.11924847
LP,417,42,19.11924847
LP,424,42,19.11924847
LP,235,72,20.34381298
LP,412,39,21.41089094
LP,419,39,21.41089094
LP,420,39,21.41089094
LP,326,44,22.24694324
LP,324,43,21.19160454
LP,421,41,21.982132
LP,422,41,21.982132
LP,425,41,21.982132
LP,414,41,21.982132
LP,330,43,26.17251543
LP,369,47,21.24010085
LP,366,48,21.24010085
LP,161,51,23.80867079
LP,159,53,21.65700281
LP,403,42,24.52773821
LP,526,46,18.35679266
LP,131,54,24.45979698
LP,489,52,23.53222917
LP,609,39,22.78585588
LP,481,43,17.38502494
LP,556,43,17.91959543
LP,241,48,24.03666873
LP,604,36,16.18731552
LP,545,49,20.80405057
LP,478,60,18.62952913
LP,559,47,19.31405921
LP,189,47,22.72816903
LP,560,111,20.40043262
LP,475,53,21.67248549
LP,409,41,23.64979442
LP,523,57,21.17018564
LP,510,43,23.29899332
LP,564,48,21.38919294
LP,543,50,24.70891762
LP,232,47,21.84834806
LP,157,44,21.54021626
LP,154,50,27.80450129
LP,60,53,20.92201196
LP,57,52,19.67375803
LP,429,52,22.43835606
LP,557,45,23.1386298
LP,555,73,22.12362578
LP,520,40,16.23175195
LP,432,47,25.18128637
LP,590,42,23.9850118
LP,586,44,20.06464863
LP,528,49,20.65986127
LP,517,49,18.56829278
LP,503,44,21.80501039
LP,504,44,23.36100925
LP,518,109,21.12752305
LP,588,44,21.03332938
LP,530,48,21.58730988
LP,488,61,18.86734239
LP,562,42,19.19515485
LP,505,85,14.68377423
LP,506,85,14.68377423
LP,170,59,20.92990736
LP,584,52,18.64509295
LP,574,50,19.91301953
LP,575,49,19.91301953
LP,573,46,21.24191602
LP,567,85,24.7666078
LP,565,85,24.7666078
LP,566,85,24.7666078
LP,571,45,21.25917964
LP,572,45,21.25917964
LP,561,46,20.84412492
LP,416,38,17.91219416
LP,413,36,23.55199859
LP,579,57,20.71917525
LP,583,44,21.01964284
LP,473,41,17.50027559
LP,423,42,20.91814389
LP,487,47,17.36648674
LP,477,59,24.85558265
LP,547,47,21.82719401
LP,364,49,18.6265366
LP,71,334,22.98642047
LP,226,47,23.6425178
LP,591,49,16.58949491
LP,603,41,23.59130206
LP,245,43,25.98994732
LP,299,43,22.49114061
LP,305,43,22.49114061
LP,383,43,20.76538202
LP,386,43,20.76538202
LP,619,46,25.22886434
LP,616,47,20.13885465
LP,511,53,25.37168035
LP,512,41,16.13880936
LP,514,54,21.37785008
LP,513,54,21.37785008
LP,384,42,23.67594486
LP,158,57,23.76628021
LP,580,44,19.75586968
LP,376,44,24.62995848
LP,558,64,21.78591073
LP,168,43,20.00032218
LP,434,44,20.00032218
LP,169,53,18.18198585
LP,167,54,18.18198585
LP,166,43,24.96308029
LP,160,143,20.16313127
LP,162,54,27.71268298
LP,525,42,29.34086677
LP,534,75,23.62212837
LP,621,41,24.31727605
LP,428,55,19.87713762
LP,268,43,21.13370206
LP,552,45,22.28213311
LP,479,44,21.27871102
LP,563,48,23.89979959
LP,614,45,26.0128311
LP,613,45,26.0128311
LP,612,42,20.98552223
LP,611,43,26.10110875
LP,321,43,22.75747663
LP,570,42,25.71364813
LP,483,81,20.84758027
LP,582,45,23.68092744
LP,476,58,18.74735985
LP,618,39,24.25587458
LP,626,49,22.15860237
LP,445,49,19.34683679
LP,407,43,28.22130083
LP,401,50,23.10904328
LP,411,41,24.41849556
LP,624,43,17.69265471
LP,438,54,25.12414008
LP,443,54,25.12414008
LP,441,54,25.12414008
LP,444,70,21.16587275
LP,610,46,23.06837734
LP,501,55,20.43035536
LP,395,45,20.49732874
LP,394,40,22.49843385
LP,521,38,18.14969651
LP,491,44,22.76074001
LP,500,52,18.21507226
LP,492,44,22.00924055
