param p := 100;
param n := 9;
param e := 18;
param s := 100;

param	A: 1 2 3 4 5 6 7 8 9:=
		1	 1 0 0 0 0 0 0 0 0
		2	 0 0 0 1 0 0 0 0 0
		3	 0 0 0 0 0 0 1 0 0
		4	 0 0 0 0 0 0 0 1 0
		5	 0 0 0 1 0 0 0 0 0
		6	 1 0 0 0 0 0 0 0 0
		7	 0 0 0 0 0 0 0 1 0
		8	 0 0 0 0 1 0 0 0 0
		9	 0 1 0 0 0 0 0 0 0
		10	 0 0 1 0 0 0 0 0 0
		11	 0 0 0 0 0 1 0 0 0
		12	 1 0 0 0 0 0 0 0 0
		13	 0 0 0 0 1 0 0 0 0
		14	 0 0 1 0 0 0 0 0 0
		15	 0 0 0 0 0 0 1 0 0
		16	 0 0 0 0 1 0 0 0 0
		17	 0 0 0 0 0 0 0 1 0
		18	 0 0 0 0 1 0 0 0 0;

param	B: 1 2 3 4 5 6 7 8 9:=
		1	 0 0 0 1 0 0 0 0 0
		2	 0 0 0 0 0 0 1 0 0
		3	 0 0 0 0 0 0 0 1 0
		4	 0 0 0 0 0 0 0 0 1
		5	 0 0 0 0 1 0 0 0 0
		6	 0 1 0 0 0 0 0 0 0
		7	 0 0 0 0 1 0 0 0 0
		8	 0 1 0 0 0 0 0 0 0
		9	 0 0 1 0 0 0 0 0 0
		10	 0 0 0 0 0 1 0 0 0
		11	 0 0 0 0 0 0 0 0 1
		12	 0 0 0 0 1 0 0 0 0
		13	 0 0 0 0 0 0 0 0 1
		14	 0 1 0 0 0 0 0 0 0
		15	 0 0 1 0 0 0 0 0 0
		16	 0 0 0 0 0 1 0 0 0
		17	 0 0 0 0 0 0 1 0 0
		18	 0 0 0 1 0 0 0 0 0;

param	C :=
		1	219330961.44
		2	161995213.36
		3	235492059.95
		4	165688954.73
		5	145626987.21
		6	174066155.49
		7	136682546.82
		8	227638207.23
		9	143894002.46
		10	173014306.09
		11	243032589.03
		12	248453184.36
		13	182038068.39
		14	228265355.48
		15	156421766.78
		16	199671456.03
		17	237853970.04
		18	191819743.60;

param	L :=
		1	7.08
		2	7.90
		3	7.61
		4	8.83
		5	7.13
		6	9.45
		7	5.92
		8	4.54
		9	5.80
		10	4.68
		11	8.97
		12	4.28
		13	7.76
		14	7.29
		15	8.92
		16	5.19
		17	9.14
		18	6.11;

param	S_M :=
		1	336080545194.17
		2	115712706890.15
		3	242872703453.81
		4	131845236062.39
		5	222183967337.13
		6	232287724792.85
		7	409532118484.24
		8	115983683475.99
		9	271796871372.66
		10	225970748737.08
		11	354596457227.02
		12	238538860032.01
		13	117238942482.00
		14	451966069807.17
		15	405296234857.47
		16	451238657089.94
		17	267003657535.71
		18	342231025757.50
		19	305386650963.32
		20	339134659185.19
		21	204886264452.78
		22	220348523576.28
		23	110159912820.04
		24	221225024260.41
		25	196830350161.41
		26	323031275465.06
		27	326202807955.27
		28	290052898966.02
		29	217119190515.80
		30	125700424277.93
		31	491527658303.06
		32	235883137455.15
		33	298019452352.98
		34	490832290369.07
		35	276309529960.27
		36	227309122191.58
		37	307918794350.15
		38	331254571952.99
		39	441573500200.19
		40	127238909415.18
		41	285812323111.73
		42	412779647447.66
		43	387441124152.90
		44	334408792021.27
		45	114837765293.76
		46	240262556513.25
		47	325276273797.10
		48	219891948969.83
		49	304933661309.42
		50	369386770113.89
		51	163677493351.24
		52	120191068061.60
		53	235126354825.87
		54	143225509111.78
		55	171561123428.44
		56	454330838467.08
		57	246145988485.65
		58	187507739671.81
		59	400998468087.44
		60	142751833757.43
		61	397841296310.22
		62	287914117376.20
		63	339302268511.64
		64	159048076914.12
		65	173613928837.26
		66	358028850587.30
		67	119451202505.36
		68	199445003121.11
		69	316963406491.20
		70	190709337308.00
		71	252564613961.85
		72	468893114761.42
		73	470142749147.11
		74	326699969830.00
		75	313388353995.60
		76	105944009853.29
		77	491159705360.80
		78	329211561613.27
		79	416702798510.65
		80	324622944110.55
		81	450934096625.97
		82	333678331412.27
		83	383539930547.58
		84	159413380542.58
		85	271380295587.16
		86	377556026536.96
		87	141847897809.14
		88	275842095109.84
		89	166480859081.81
		90	302791451705.62
		91	427614345654.48
		92	136042693889.78
		93	420027500277.66
		94	326050541583.12
		95	335739084672.24
		96	179240262886.51
		97	274447302135.53
		98	218361504888.33
		99	115023070376.67
		100	112273936149.18;

param	S_C :=
		1	1406210000.40
		2	1989728153.90
		3	1614590812.47
		4	1270227199.13
		5	836145595.07
		6	2176522641.41
		7	1698103594.92
		8	2065429636.49
		9	2197018363.79
		10	1706325951.72
		11	2062121234.58
		12	1731473752.07
		13	542330382.34
		14	2000929220.97
		15	852084266.57
		16	1417028412.47
		17	1526245415.46
		18	1468041780.57
		19	2188771589.08
