param p := 100;
param n := 9;
param e := 18;
param s := 100;

param	A: 1 2 3 4 5 6 7 8 9:=
		1	 1 0 0 0 0 0 0 0 0
		2	 0 0 0 1 0 0 0 0 0
		3	 0 0 0 0 0 0 1 0 0
		4	 0 0 0 0 0 0 0 1 0
		5	 0 0 0 1 0 0 0 0 0
		6	 1 0 0 0 0 0 0 0 0
		7	 0 0 0 0 0 0 0 1 0
		8	 0 0 0 0 1 0 0 0 0
		9	 0 1 0 0 0 0 0 0 0
		10	 0 0 1 0 0 0 0 0 0
		11	 0 0 0 0 0 1 0 0 0
		12	 1 0 0 0 0 0 0 0 0
		13	 0 0 0 0 1 0 0 0 0
		14	 0 0 1 0 0 0 0 0 0
		15	 0 0 0 0 0 0 1 0 0
		16	 0 0 0 0 1 0 0 0 0
		17	 0 0 0 0 0 0 0 1 0
		18	 0 0 0 0 1 0 0 0 0;

param	B: 1 2 3 4 5 6 7 8 9:=
		1	 0 0 0 1 0 0 0 0 0
		2	 0 0 0 0 0 0 1 0 0
		3	 0 0 0 0 0 0 0 1 0
		4	 0 0 0 0 0 0 0 0 1
		5	 0 0 0 0 1 0 0 0 0
		6	 0 1 0 0 0 0 0 0 0
		7	 0 0 0 0 1 0 0 0 0
		8	 0 1 0 0 0 0 0 0 0
		9	 0 0 1 0 0 0 0 0 0
		10	 0 0 0 0 0 1 0 0 0
		11	 0 0 0 0 0 0 0 0 1
		12	 0 0 0 0 1 0 0 0 0
		13	 0 0 0 0 0 0 0 0 1
		14	 0 1 0 0 0 0 0 0 0
		15	 0 0 1 0 0 0 0 0 0
		16	 0 0 0 0 0 1 0 0 0
		17	 0 0 0 0 0 0 1 0 0
		18	 0 0 0 1 0 0 0 0 0;

param	C :=
		1	171726054.26
		2	213703575.77
		3	135307319.16
		4	174796614.85
		5	221360120.79
		6	220593872.94
		7	160482422.94
		8	148692773.80
		9	183906370.59
		10	166850755.56
		11	216841880.46
		12	148638389.44
		13	166388009.27
		14	230528552.60
		15	201878004.29
		16	235658009.97
		17	247069127.55
		18	229613574.11;

param	L :=
		1	9.75
		2	6.42
		3	5.30
		4	8.30
		5	9.97
		6	5.53
		7	8.03
		8	7.59
		9	8.30
		10	9.62
		11	6.11
		12	5.52
		13	6.41
		14	8.48
		15	8.34
		16	6.44
		17	9.94
		18	6.70;

param	S_M :=
		1	172329850434.38
		2	347364203381.84
		3	290443549309.34
		4	261662661869.09
		5	396753475019.60
		6	430373315667.67
		7	373291932195.06
		8	155708642196.39
		9	381130022959.36
		10	123534916065.66
		11	177066189900.49
		12	469917505982.08
		13	262040982945.60
		14	159316613040.38
		15	372914852269.83
		16	165395500305.85
		17	359290096426.60
		18	200645657268.19
		19	116550200520.36
		20	483489040126.39
		21	126488192325.37
		22	305176074434.26
		23	236518636487.97
		24	364003927458.16
		25	437770934847.52
		26	341546622682.84
		27	334885476390.29
		28	146813214213.86
		29	384180134177.11
		30	181809303138.05
		31	296147117302.86
		32	114643412174.40
		33	226161430235.51
		34	445212162839.74
		35	323386647289.67
		36	318683130510.59
		37	247129863573.64
		38	431262674039.58
		39	210540183773.06
		40	150263336666.65
		41	325112431797.07
		42	206935602149.58
		43	410013971322.54
		44	171762538215.82
		45	413302668535.00
		46	343198528333.72
		47	116699550461.42
		48	324510052876.64
		49	367255093930.78
		50	475357042666.63
		51	414402343524.79
		52	400172188608.33
		53	298820390333.82
		54	117093000661.15
		55	426746998578.30
		56	105449497676.74
		57	320016474286.04
		58	326718708530.02
		59	145167333914.86
		60	125110495932.51
		61	329889689986.81
		62	294194106316.28
		63	220568838854.06
		64	115918223218.65
		65	353557654589.65
		66	149734273280.22
		67	104642337766.15
		68	210666635471.41
		69	220618216037.66
		70	172127052601.34
		71	126791185232.59
		72	411693581410.41
		73	260299389691.33
		74	198325940522.70
		75	309508875142.40
		76	201994277557.29
		77	440763384721.77
		78	293401431236.13
		79	349259980454.43
		80	489229001951.71
		81	241899011816.74
		82	189858253688.28
		83	491485522250.59
		84	334829768400.33
		85	492672555495.00
		86	487466432126.18
		87	382041574288.56
		88	107754323592.40
		89	345132155780.84
		90	199823667615.93
		91	151774282901.61
		92	246504453961.21
		93	180037402045.69
		94	406592565470.27
		95	473672466033.13
		96	110560959223.58
		97	202425441723.07
		98	206479218077.66
		99	156931085360.05
		100	480599724331.87;

param	S_C :=
		1	995223905.18
		2	1212372329.68
		3	597878176.13
		4	976261342.42
		5	2265649511.13
		6	2428866032.21
		7	1812055648.23
		8	1093722213.66
		9	618671945.40
		10	2228872969.86
		11	810281794.84
		12	1039096180.03
		13	1596409301.42
		14	1004554880.09
		15	2189356171.27
		16	1504429765.09
		17	1469378786.48
		18	2310517261.83
		19	2330536771.49
