MIP,6,2034,19.72
MIP,2,2034,19.72
MIP,10,2034,19.72
MIP,11,2034,19.72
MIP,5,2614,19.57
MIP,19,2627,19.57
MIP,25,2614,19.57
MIP,18,2632,19.57
MIP,16,2617,19.57
MIP,29,2617,19.57
MIP,27,2623,19.57
MIP,28,2617,19.57
MIP,26,2613,19.57
MIP,23,2627,19.57
MIP,17,2633,19.57
MIP,21,2613,19.57
MIP,20,2627,19.57
MIP,24,2614,19.57
MIP,30,2617,19.57
MIP,22,2615,19.57
MIP,171,376,22.86
MIP,173,365,22.86
MIP,172,305,18.11
MIP,8,5033,19.79
MIP,4,5036,19.79
MIP,14,5033,19.79
MIP,12,5033,19.79
MIP,3,5034,19.79
MIP,15,5033,19.79
MIP,1,5093,19.79
MIP,282,290,17.85
MIP,252,292,18.93
MIP,187,1319,19.19
MIP,289,1092,20.82
MIP,250,1096,16.7
MIP,287,1120,16.7
MIP,285,1119,16.7
MIP,333,941,14.69
MIP,284,3281,20.21
MIP,254,2373,23.21
MIP,188,4641,26.4
MIP,219,2229,16.92
MIP,332,2738,21.36
MIP,180,7419,18.08
MIP,210,416,19.68
MIP,194,6358,20.56
MIP,256,3282,17.48
MIP,277,291,17.27
MIP,209,136,18.88
MIP,222,3961,19.29
MIP,7,13537,20.62
MIP,196,8461,24.4
MIP,280,1672,22.38
MIP,279,1692,22.38
MIP,278,1690,22.38
MIP,192,8645,20.68
MIP,183,466,21.82
MIP,177,12260,20.2
MIP,270,2480,18.21
MIP,290,10222,17.46
MIP,211,5442,24.68
MIP,212,5442,24.68
MIP,213,5440,24.68
MIP,317,168,16.2
MIP,318,168,18.09
MIP,319,578,20.98
MIP,315,208,17.56
MIP,320,354,19.43
MIP,322,355,19.43
MIP,297,157,18.99
MIP,294,155,18.99
MIP,311,1369,18.44
MIP,309,1369,18.44
MIP,314,1369,18.44
MIP,307,1369,18.44
MIP,302,220,20.55
MIP,300,220,20.55
MIP,304,220,20.55
MIP,356,245,11.75
MIP,353,251,11.75
MIP,359,1202,19.96
MIP,306,1466,19.69
MIP,224,9102,23.71
MIP,225,9098,23.71
MIP,223,9102,23.71
MIP,301,1341,17.22
MIP,357,3015,21.29
MIP,308,3343,18.41
MIP,312,3883,22.55
MIP,214,8100,14.69
MIP,310,3626,20.32
MIP,293,3091,19.83
MIP,316,3180,23.41
MIP,292,3088,19.41
MIP,255,12801,17.74
MIP,331,13742,22.94
MIP,334,13009,16.97
MIP,267,165,21.32
MIP,351,3459,19.2
MIP,352,3461,19.2
MIP,354,3477,19.2
MIP,236,2463,20.27
MIP,258,160,21.9
MIP,261,289,16.93
MIP,249,15296,23.78
MIP,251,15300,23.78
MIP,355,4587,20.68
MIP,234,3211,21.24
MIP,228,3211,21.24
MIP,230,3209,21.24
MIP,231,3213,21.24
MIP,265,1595,20.98
MIP,260,1779,19.67
MIP,207,2094,18.74
MIP,221,21247,22.95
MIP,275,9822,18.88
MIP,274,9822,18.88
MIP,271,9822,18.88
MIP,184,9422,23.29
MIP,191,19624,21.4
MIP,45,356,17.16
MIP,38,196,15.13
MIP,32,203,15.13
MIP,37,190,15.13
MIP,31,228,15.13
MIP,257,18408,23.68
MIP,358,8861,19.44
MIP,182,11047,23.36
MIP,276,14546,26.71
MIP,339,279,17.38
MIP,242,6667,16.99
