param p := 100;
param n := 9;
param e := 18;
param s := 100;

param	A: 1 2 3 4 5 6 7 8 9:=
		1	 1 0 0 0 0 0 0 0 0
		2	 0 0 0 1 0 0 0 0 0
		3	 0 0 0 0 0 0 1 0 0
		4	 0 0 0 0 0 0 0 1 0
		5	 0 0 0 1 0 0 0 0 0
		6	 1 0 0 0 0 0 0 0 0
		7	 0 0 0 0 0 0 0 1 0
		8	 0 0 0 0 1 0 0 0 0
		9	 0 1 0 0 0 0 0 0 0
		10	 0 0 1 0 0 0 0 0 0
		11	 0 0 0 0 0 1 0 0 0
		12	 1 0 0 0 0 0 0 0 0
		13	 0 0 0 0 1 0 0 0 0
		14	 0 0 1 0 0 0 0 0 0
		15	 0 0 0 0 0 0 1 0 0
		16	 0 0 0 0 1 0 0 0 0
		17	 0 0 0 0 0 0 0 1 0
		18	 0 0 0 0 1 0 0 0 0;

param	B: 1 2 3 4 5 6 7 8 9:=
		1	 0 0 0 1 0 0 0 0 0
		2	 0 0 0 0 0 0 1 0 0
		3	 0 0 0 0 0 0 0 1 0
		4	 0 0 0 0 0 0 0 0 1
		5	 0 0 0 0 1 0 0 0 0
		6	 0 1 0 0 0 0 0 0 0
		7	 0 0 0 0 1 0 0 0 0
		8	 0 1 0 0 0 0 0 0 0
		9	 0 0 1 0 0 0 0 0 0
		10	 0 0 0 0 0 1 0 0 0
		11	 0 0 0 0 0 0 0 0 1
		12	 0 0 0 0 1 0 0 0 0
		13	 0 0 0 0 0 0 0 0 1
		14	 0 1 0 0 0 0 0 0 0
		15	 0 0 1 0 0 0 0 0 0
		16	 0 0 0 0 0 1 0 0 0
		17	 0 0 0 0 0 0 1 0 0
		18	 0 0 0 1 0 0 0 0 0;

param	C :=
		1	246109580.11
		2	205276711.56
		3	174992560.28
		4	226401982.42
		5	151088628.19
		6	222935651.37
		7	139991452.84
		8	159212576.34
		9	197091999.53
		10	183653752.40
		11	240749938.16
		12	191919425.73
		13	162993105.72
		14	193415719.54
		15	125145377.17
		16	204272114.10
		17	210756429.19
		18	178566047.02;

param	L :=
		1	7.27
		2	4.59
		3	7.46
		4	4.95
		5	5.10
		6	4.93
		7	4.01
		8	4.90
		9	9.30
		10	7.19
		11	8.95
		12	4.20
		13	9.06
		14	5.89
		15	8.52
		16	6.12
		17	4.06
		18	9.60;

param	S_M :=
		1	44636724484.53
		2	58555964894.55
		3	92729921943.29
		4	28230388535.73
		5	60855853326.75
		6	28425139636.56
		7	92411002732.14
		8	93193421187.92
		9	30492142018.98
		10	38146634581.76
		11	79435413088.11
		12	36225544578.59
		13	66721943195.14
		14	29567864390.95
		15	48536956845.23
		16	31515127682.95
		17	34181710034.24
		18	25630029979.45
		19	43181072053.01
		20	70408557595.94
		21	84480673575.25
		22	38483471802.86
		23	95138207961.80
		24	33616906488.68
		25	35262352786.02
		26	55484045004.27
		27	49316032983.52
		28	69833866829.05
		29	25693659368.99
		30	65279228472.96
		31	21115158945.80
		32	38283309941.75
		33	54063766749.32
		34	83427602788.83
		35	48696262506.25
		36	36810675909.32
		37	68184068314.68
		38	54701734595.34
		39	80453959911.23
		40	60426370773.33
		41	86999245171.72
		42	22131206939.00
		43	82360953279.82
		44	46477541098.99
		45	58522301019.71
		46	77084672429.51
		47	84599098999.56
		48	93423903038.67
		49	20501570425.82
		50	81035642752.85
		51	66627085869.68
		52	46149444559.08
		53	45219760945.15
		54	74275505685.23
		55	31996999902.29
		56	47346747111.30
		57	97869612934.77
		58	48741556368.49
		59	89711981273.39
		60	67547983781.63
		61	70988901928.05
		62	44805202093.44
		63	31138999254.88
		64	70532435523.63
		65	83968439107.61
		66	58098507475.46
		67	52493343555.65
		68	36525575068.08
		69	37816260495.41
		70	39489720761.18
		71	80496685057.29
		72	89802849558.08
		73	34628462257.77
		74	90967753053.32
		75	45726397251.11
		76	28905781647.74
		77	42081967962.18
		78	43675027749.76
		79	77651121823.77
		80	28239922179.74
		81	46344809071.16
		82	88877798359.32
		83	61837666767.66
		84	49685903261.93
		85	40101186486.16
		86	68189390898.63
		87	72664351090.51
		88	22381772940.83
		89	31468430150.82
		90	99969613902.63
		91	30253027576.66
		92	59848146536.28
		93	66834627682.94
		94	29675397778.09
		95	21905274459.09
		96	95963749877.61
		97	70503395635.71
		98	72168613415.94
		99	75912264183.12
		100	46669211679.97;

param	S_C :=
		1	398733815.70
		2	359534765.82
		3	476126945.43
		4	106755657.19
		5	261425685.66
		6	473697716.56
		7	468365015.96
		8	395895686.10
		9	176325928.13
		10	489226680.23
		11	386246785.39
		12	223863969.55
		13	415358648.39
		14	224845541.48
		15	415921555.42
		16	457227981.85
		17	100408594.55
		18	146329464.09
		19	185424701.65
		20	236294270.91
